MetaboliteName	INCHIKEY	blank_1	blank_2	blank_3	blank_4	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6	CdR_1	CdR_2	CdR_3	CdR_4	CdR_5	CdR_6	CdR_CdR_1	CdR_CdR_2	CdR_CdR_3	CdR_CdR_4	CdR_CdR_5	CdR_CdR_6	D_1	D_2	D_3	D_4	D_5	D_6	E_1	E_2	E_3	E_4	E_5	E_6	F_1	F_2	F_3	F_4	F_5	F_6	Fresh_1	Fresh_2	Fresh_3	Fresh_4	Fresh_5	Fresh_6	G_1	G_2	G_3	G_4	G_5	G_6	H_1	H_2	H_3	H_4	H_5	H_6	I_1	I_2	I_3	I_4	I_5	I_6	J_1	J_2	J_3	J_4	J_5	J_6	K_1	K_2	K_3	K_4	K_5	K_6	L_1	L_2	L_3	L_4	L_5	L_6	M_1	M_2	M_3	M_4	M_5	M_6	QC0	QC1	QC2	QC3	QC4	QC5	QC6	QC7	QC8	QC9	A_CdR_1	A_CdR_2	A_CdR_3	A_CdR_4	A_CdR_5	A_CdR_6	B_CdR_1	B_CdR_2	B_CdR_3	B_CdR_4	B_CdR_5	B_CdR_6	C_CdR_1	C_CdR_2	C_CdR_3	C_CdR_4	C_CdR_5	C_CdR_6	D_CdR_1	D_CdR_2	D_CdR_3	D_CdR_4	D_CdR_5	D_CdR_6	E_CdR_1	E_CdR_2	E_CdR_3	E_CdR_4	E_CdR_5	E_CdR_6	F_CdR_1	F_CdR_2	F_CdR_3	F_CdR_4	F_CdR_5	F_CdR_6	G_CdR_1	G_CdR_2	G_CdR_3	G_CdR_4	G_CdR_5	G_CdR_6	H_CdR_1	H_CdR_2	H_CdR_3	H_CdR_4	H_CdR_5	H_CdR_6	I_CdR_1	I_CdR_2	I_CdR_3	I_CdR_4	I_CdR_5	I_CdR_6	J_CdR_1	J_CdR_2	J_CdR_3	J_CdR_4	J_CdR_5	J_CdR_6	K_CdR_1	K_CdR_2	K_CdR_3	K_CdR_4	K_CdR_5	K_CdR_6	L_CdR_1	L_CdR_2	L_CdR_3	L_CdR_4	L_CdR_5	L_CdR_6	M_CdR_1	M_CdR_2	M_CdR_3	M_CdR_4	M_CdR_5	M_CdR_6	QC10	QC11	QC12	QC13	QC14	QC15	QC16	QC17
ADIPATE	WNLRTRBMVRJNCN-UHFFFAOYSA-N	316337	210862	510464	543075	1031825	712500	4778990	3556682	4560163	4829824	409518	609655	5839683	1452272	4323342	4144094	4652040	4575027	4358654	4108305	3908778	3895505	4796500	5777623	5356246	5994461	5943254	6360128	4136032	3158631	3103978	42820204	2208310	3542414	678768	3521344	2992662	2768940	345494	2200674	4008787	200957	3473474	4006730	4606984	4239772	3081004	2114459	1958765	3270754	2131961	2056049	18648842	6057501	5678366	6251275	6618330	5537704	1783642	3907385	3247728	4383227	4385034	4958188	758285	447982	900971	827984	851803	517319	397126	720188	564274	309246	1089113	624696	195062	732531	541194	427019	591397	757867	1032815	937232	784983	806172	2475036	361562	1417254	1065150	314643	1166665	748176	663278	677668	376356	669489	919521	642036	956744	2055050	2913103	2518778	2576846	3088008	1885946	2278278	2232727	2318960	2151148	1641789	37671412	2081691	1670200	1350410	1594025	40904236	51972688	1667213	1949239	2063422	1926450	2328605	2894563	2948311	2882148	2475143	2785026	1123598	1130811	2012091	1838149	1759999	1601509	2220944	2473420	2353305	2301412	1909232	2140244	2003144	1496547	1318732	112916	1054395	1173289	3779696	3500526	3108668	3152358	2962490	2210367	284865	112503	196018	481784	172651	522774	429940	378662	127582	175802	38049	162102	282492	107294	126700	60271	55565	116251	98530	45384	44524	325163	134880	69090	135609	53213	358976	187101	172716	42865	257006	74020	263307	55573	57522	192744	675945	1209300	1420866	910433	1189017	1112150	1045366	878208
NCGC00178646-02!2,4-dihydroxyheptadecyl_acetate_[IIN-based:_Match]	ZBVKFVTUHVIICH-UHFFFAOYSA-N	11647901	7682010	12360798	8616034	8551248	6611702	12650279	8309672	7605855	5999080	12710251	11080715	6930325	7186098	7712058	5572111	7656844	11660325	8133935	7060452	7626936	6380667	8495031	12006844	7516776	11139173	11116714	6582430	38513084	8751800	9806262	44219588	5922532	6914897	6420492	7072135	6353712	6454029	6261354	8135282	10922000	8813861	11366198	10317275	6887248	8406761	11474389	7090429	8851285	9486935	6156192	6311040	24623600	7572581	6749808	7968078	5190688	8107760	7515880	8865717	7588926	6387890	7838431	5730680	8021954	8247508	7798812	7761374	7007754	5892554	8433171	13238015	6516028	10968049	7849994	5696910	10881682	5719672	10390597	10847049	12457499	6346544	6503942	11664069	6034680	10501062	26433554	6323028	13056535	11736809	5645058	5773864	5954614	6451224	13592750	10874908	11812237	7955935	5937038	6740775	12688161	7538772	8538856	7222120	6596864	6715918	6808713	6016272	10494142	6474390	4195490	15743591	7185158	5592562	8677023	6319631	45623408	31510522	7057086	6912314	5777350	6838308	6412419	6863438	6371466	6269750	5577454	4667796	4750064	8538981	5714389	6952694	4627448	6171807	7312244	6643800	5081006	4626833	7293753	3637860	5507148	5578496	4323916	5763000	6287984	5522688	6736852	5087628	5424973	10377057	5557018	8917520	6719590	7029970	4795832	5961222	5718906	8573091	7122802	8929167	5093376	9420564	4709316	7104896	10773564	4545972	7006088	6722348	6680283	7885158	5174729	6649158	5275084	9166526	6057377	4468216	5528244	6429070	6250852	4494481	4548756	5488996	6574508	9722336	9222609	4181521	7659793	5255131	5233325	5146630	6232235	5059442	6518942	5853082	8676938	5305834
Dixyrazine	MSYUMPGNGDNTIQ-UHFFFAOYSA-N	0	0	5420	0	454196	607848	15194816	13378163	16881660	14928184	458104	475051	18797886	7192632	19489498	15035388	11515430	16203843	13705311	13021717	14972170	14647968	15825360	20777708	20754512	16514968	14032488	17375388	16163953	17199484	17121946	6766120	516449	18741162	666644	12175849	14567241	13798610	308628	12935759	12748215	672789	13578536	11655809	14412403	16612742	11529039	12734676	15329522	12201476	8582317	8687083	4063901	12423744	18798194	11032668	16892738	13009665	10025820	11827495	10360449	11683500	10930973	10642571	7408712	8243376	8412089	7108588	8012026	7820200	6414229	7965729	10280028	11164183	8622198	7891188	11923711	11185708	13738750	9136102	10918612	13133300	8939413	13644226	9933183	11112070	169602	13095824	5977815	7375942	9870307	8129900	8176415	8272159	6809242	5898557	6238043	4019590	6887738	4909176	12102123	10584072	11975688	12748306	15743820	12766387	10505168	9400003	10578561	10407064	10889998	15273299	15511524	20023864	15898909	16314239	508106	3773896	13126386	13284151	16958428	21693840	11351635	16050132	20893220	17960300	17090296	21600646	10664812	12084399	13820215	14858364	13805057	18129726	13574464	13911064	15472634	15517608	17870180	18606768	24112072	18432074	18154754	17967978	26360718	25111742	25400000	19006610	22196216	24851146	25091518	22234516	17332660	14115859	12601496	12681313	10163510	10949730	757250	442836	456926	400581	17521624	13797180	19869744	14488744	13183899	19597456	19745866	20617070	19468664	16187552	16481748	17094318	20707444	15884057	8132482	11469769	11032516	12673407	11258057	9876286	10528138	9833708	8461531	9361276	9434183	7900338	10220591	12411871	14648574	20114758	14759200	13214345	14411796	19063270
2,3-Butanediol	OWBTYPJTUOEWEK-UHFFFAOYSA-N	950214	503824	788928	638450	1335057	2209463	4314010	3367085	4525916	4921004	966529	1250346	1353811	1186061	1632272	754276	1055484	1081565	854136	688059	1268696	1726468	9405099	3652462	10469491	11176679	3752534	3542604	22663636	9316345	10187080	23435114	1797661	23433496	4491546	41896580	44120792	42650372	4889294	40516376	5676386	809270	6710126	6443410	4476716	2848398	1319969	770292	1821982	2486791	1545644	1437648	976108	883739	1832227	1058353	1163286	1189147	628595	1378639	2064262	1589648	1164244	2372213	22495152	21853680	23588996	24951570	20772162	25299856	602556	563492	1727457	1165642	1331906	675310	1408733	1191949	705748	741965	1779536	1846272	311874	1066241	1547888	806048	1062791	870313	1356867	1132953	1638965	1252895	1739268	1848335	784140	1216256	2042503	946948	1587528	1461412	8646803	8125296	7113822	8115866	8748380	8674467	8837083	7808582	6950579	8374964	3294184	4846591	10724887	9850527	4603569	4480916	35186100	44212576	92736936	85791936	79762480	77435024	23256272	28493204	14242715	15169112	29283938	30626100	69009832	86476584	76203680	71396472	95954280	101793336	83367864	85322400	28888842	26142026	78257840	83506008	40929868	25874650	27361812	24708158	28863944	29530368	195731344	192671616	220621088	217977168	181832192	191194352	75492568	71513952	69307272	76926480	60396320	60284212	6952351	8352562	7023247	4495756	29098946	31909366	90124648	61668352	81150856	85771000	82774384	83511984	19407764	17025478	16353935	16023872	17520542	17647030	23388958	24348004	25182666	23745946	26182188	27330308	5497901	14703320	11551541	13946551	4746203	5281790	35407840	57658848	57496360	53374032	56723284	52694004	53572860	52967612
Isobutyric_acid	KQNPFQTWMSNSAP-UHFFFAOYSA-N	1615827	2255023	891514	2475917	1227537	1977487	453134	885716	173432	230241	1833839	1669838	753513	753874	423652	286841	784166	229958	186398	467948	391562	188587	1525756	2077210	1662951	1327889	611981	404355	15654838	10851561	10445250	8957105	1877025	9928680	2196820	765577	745454	1414932	1923805	177713	747959	2679452	436950	1130870	480962	171178	480827	704562	922685	542489	599661	659648	1779810	162446	156161	402678	528083	125707	389983	153135	966027	211045	144739	398380	429398	601085	1845862	1794513	1519768	2259100	430080	454490	233811	186593	450262	163415	327897	181388	291183	294807	356924	620810	607990	255527	329403	144439	1544808	169835	222709	382711	613423	214505	231262	593290	212733	893860	1119288	1089762	961489	1653733	1130345	1031952	496597	1690113	778864	2230148	481528	799858	561983	831691	630487	2684133	659883	1033553	359404	748666	6278024	5073672	16599565	13313332	13278220	10858989	11276056	10122432	7835428	7192796	4551642	5919362	13377955	12598911	22870712	18554614	21294614	22254824	28351330	24707352	14611583	11968873	17575470	17553930	13043907	9299291	6041489	6764898	5679058	5126757	35229956	27389320	22395022	20836854	17516744	17157550	33797212	31102240	13813362	15682042	17376772	16657745	720252	1118614	619771	720242	6645737	5053044	24475136	15198726	19234510	17587326	15938497	16280503	16673804	8811381	9497787	7181542	7416664	6688790	11790458	10635945	6930565	7705724	7839429	7289207	9900356	8478383	7630836	6047331	1635856	3964656	5863719	15699525	14030817	14274767	11975576	10334940	10106422	6350856
Benzophenone	RWCCWEUUXYIKHB-UHFFFAOYSA-N	6101025	5537226	6194092	4975458	4877328	3843448	3264944	4076188	4277006	3707013	3795053	3817689	3654834	4362488	3970620	4641016	4305980	3750357	3847465	4229966	4436508	3749458	4973470	4281908	3930495	3506214	4231870	5186760	22987086	4023274	3088020	10341942	4638614	3463394	4453020	3902921	3644817	4122001	4827476	4670034	3632936	4247892	4427266	4434566	4095894	4163310	3934860	3747158	4804144	3725295	4988804	4518728	8909486	3628226	3979853	3924337	4546670	3903747	3763840	3524635	4033367	3657887	4492128	3664931	4457836	3112734	4845288	4005234	3989319	4297914	4368227	3776631	4348720	4601939	4429044	3420036	3881127	3795834	4261259	3971192	3991078	3200632	4169433	3607644	3659203	4505382	14775857	4053734	4344323	3239332	3840013	4902286	4139778	4294346	3647050	3805932	3934466	4221029	4030205	3788290	5437747	3764240	4363354	4083015	4103978	3992433	4736174	3852159	3699150	4005694	3964657	10939452	3301076	3622350	3402051	3341479	13933710	21431820	3037188	3060430	2913997	3215778	3812023	3670240	3030654	2864368	3299298	2914131	4464118	3625318	3734494	3053261	2746907	3243623	3435861	3167200	3102746	3471554	3689276	2744258	3432530	3641027	3764598	3579640	3018500	3165323	3732953	3209840	3373686	3192935	3354839	2958490	3919595	3462330	3610600	3054132	3022220	2340310	4044168	3027009	3439508	2780973	2701273	2641009	3208744	3894057	3819856	3042748	2252543	2632841	3395466	3140701	3006208	3620116	3073326	2540437	3562897	3053863	3144506	2714089	2535906	2509449	3241412	3549684	3077465	2906124	2957798	2445222	4561994	3974062	3450481	3270699	3000440	3190958	3076200	2820704
Valerophenone	XKGLSKVNOSHTAD-UHFFFAOYSA-N	75177040	76584680	74545584	72699576	66231356	71856072	76763200	76650616	81626176	70988928	67045620	73025464	76513968	85459552	81770136	80285072	76015312	62156812	74963864	77154944	82990176	84105088	72231168	76643928	62478016	83367864	81229928	77888056	154887680	68991392	67449392	78518200	82723544	81567312	71096376	69960104	77128480	78236440	81644592	86399104	68243472	70484720	76735000	74790304	79225752	79748984	62391052	74077896	79009600	77668136	86716952	80827624	71128064	71048368	71431768	73970680	84831392	90921192	72040768	70328464	74307000	86408800	77921512	88005696	70958552	62208900	76226736	78834608	79448384	76261168	71436568	74015152	75945528	85622544	79940456	78228896	65818480	64893952	82384512	81032744	81846928	75575008	73272792	78382624	77584192	84415424	78583520	82681200	77524152	70514792	80265384	75806000	84936960	84937728	69642216	62939644	77960544	78557392	79371256	82489984	71100016	74057264	71550064	72439896	82103488	74626688	77546160	78797392	81379160	84436576	57250968	61408940	68639304	66075612	60326488	57285012	55684920	59345056	65713492	69739440	62655872	61251016	64506592	71363232	58912476	61877044	59131192	56967376	67300696	71548672	63195216	68589440	61644976	62202084	61629200	63749028	65578268	64223280	58651788	60149396	65606656	68180272	70697432	64589752	59951868	54834188	63260516	61411652	64921908	63499240	63084088	60374448	70636272	70504848	61924876	54768516	65422364	58855780	76739064	69588784	72898896	69625848	57337376	55563940	70283368	67872784	68974248	63860724	57459076	58033752	64900004	70340624	69402168	69477728	61498604	54173856	76367872	69092632	70541224	67641080	63177564	64437328	65377872	74630048	64887224	65797020	58066972	60770244	52661632	68571848	63095936	64091840	69237296	69057112	58075784	56143364
3-METHYL-2-OXINDOLE	BBZCPUCZKLTAJQ-UHFFFAOYSA-N	32254	47581	21040	20057	1344774	1002251	9356007	8360433	8813962	7953272	289303	1033673	9486220	4904208	8953522	8513019	9749289	8983895	9289953	8615075	9177756	8879212	12637480	12909319	22175048	27492062	13980247	13678854	19386438	18386082	30740214	2691338	1712263	15372053	1451004	9014700	9890003	8508429	846841	8681907	8997639	1087437	8902599	8598354	9730686	8573368	9089181	8305418	9118556	8435831	8306933	7742787	1260287	8986513	9337992	8543431	8483962	7960981	8242423	8388000	8005750	7774160	7380446	8881422	6930182	6948765	6174893	7396610	6185646	7031770	5986607	6815741	5459306	6494470	6208904	4676908	6212760	5671622	5582808	5718146	5215754	5614939	5525826	5472281	5964574	5336431	3181036	5904086	9160410	10367100	9600251	10202255	9785452	11094059	6799154	6830521	7305618	6383300	6878994	6145471	10091223	9026687	8679047	9456892	9041957	8860789	8701224	8911108	9694038	9068616	3921085	4112415	4370756	4671458	4037487	3773513	7025324	7154926	4921700	4580889	5194267	5506544	6407736	6717452	7003568	6522482	5212922	5429192	8071208	9742803	8114166	7337278	7143298	7471728	4639598	4297856	4256038	6641364	5053408	4029872	14756836	10791576	14004786	10466992	10641421	10364538	3773728	4415582	3401239	4087701	2700825	4928324	12137605	5987354	5411492	6362788	5079989	5253461	1251092	1603971	1320697	986467	9138468	8692652	6057970	4489120	5526060	5306744	5026897	5245402	5609256	7213312	5130168	5231450	5485714	4494290	10895973	11583184	10597489	24487488	10020784	8497891	14413791	26995810	12594323	10439395	10453625	9972304	5332392	7912516	8048360	7475496	7877710	6318997	6753164	6166634
NCGC00381144-01_C15H24O2_(4S,4aR)-4-(Hydroxymethyl)-3,4a,8,8-tetramethyl-4a,5,6,7,8,8a-hexahydro-1(4H)-naphthalenone	CDVMOSRXPDTXBF-LKVSRFHLSA-N	12218249	10514506	11740032	10414859	12820998	11913547	12530205	15550394	15330909	12697802	10790901	12688314	10276796	10208710	10314754	10176974	14003339	12721860	12006582	10683634	12088981	15601054	13138560	10823051	13189645	13442712	9762887	12038333	68280200	11349920	12768338	37552400	12860339	13320799	11570781	14002544	10555988	13778899	14985530	10845156	9563138	14951954	10384466	13822750	14138184	13719979	12881018	10602145	11861152	11112552	14627727	11359404	17490980	10549636	10712156	9427498	11252534	14584128	9738500	12699022	10755778	12426470	10836808	10204285	11213151	8978318	12840906	13855035	10175004	9929608	12789758	9458928	10409785	10142720	11817991	13442073	12252827	9627529	8853030	13760440	12864688	11039764	10996977	12229644	11245191	15245449	16607702	12697948	10995259	8358954	11948126	9064623	12786047	9407454	9514213	11772221	10222719	14117594	10135735	11830680	10867428	12229118	9674613	9732984	11035736	13861986	11295380	10301709	10453943	12393193	5058202	6583194	8566868	4239149	6082448	7443623	8316696	14029413	5890363	6743750	9591472	4374698	6375397	6392681	4560451	4589755	5804139	6163139	6025554	6797771	7523176	6301478	7000836	5018876	6124629	5883183	7101971	9974138	5158000	9813870	5099577	5137286	6450516	5590948	7446648	5219176	5633492	6144059	7810486	6631386	7182101	6173236	6385012	10345169	7800158	7273806	5382229	6476137	6416961	7732206	4389417	8319650	5683070	5224377	6965869	6917538	5723448	6265631	6284752	4877667	7520236	5148241	7375064	6585230	7143532	4435002	9445527	7826378	7117504	7882977	7751336	9029155	6828112	6494330	7726422	9919102	7744642	3651554	4813802	6463160	8469950	7623322	7539988	5422324	9701289	5208849
Olopatadine	JBIMVDZLSHOPLA-LSCVHKIXSA-N	0	0	0	0	18162444	10310566	150468720	116155504	149839440	142745168	42375	116954	785081	704209	1316498	177127	98433320	101641576	118751152	112076664	113686856	115252328	60944680	82127680	82081216	80192608	76854240	61840448	36004300	20187198	21433278	9683422	879650	20365076	5651804	53020924	47274820	38915168	2715060	40616696	179310768	12459992	174109472	170663200	164961072	166984624	766593	508471	377776	282341	6364684	7440891	51401088	163864736	168734000	167150976	159912944	159400800	33258024	42749092	40618624	40343120	38680592	43579916	581893	664873	2916958	2476778	2537005	2426807	108568600	118576984	119729240	129993064	118991248	112469600	175909952	161517680	167334960	154559008	157886272	167834368	215035696	207112688	190263344	181168464	6230725	187895504	57378264	60143468	44789916	48667316	39586724	45696684	19691164	21211406	19618382	18696222	24177714	21604062	86871560	89302216	89279648	91090616	87083336	85753152	85004432	84519840	80767024	78915152	97260704	89656800	118637792	112621240	113047088	107658608	59523	2127251	883263	1246522	228982	170851	56370748	64752296	95576304	96361448	36254812	37483076	22724916	27295288	66398084	59582660	62417788	61253120	4858312	4498563	135038448	126453096	11672855	11332209	101315376	454497	1673908	1839769	6631328	8140840	3993722	2396674	1137259	2160970	3594362	2869699	9402618	10155908	3917396	4564041	5353810	7258093	3321872	3338696	4339440	2267006	109277336	131315256	211844784	157979840	199868224	205809904	200776784	204878544	245858976	248180368	223411328	195510000	209066560	204569360	44255712	50009040	43037748	42572048	50483112	48279884	35097396	27841348	30262054	27621068	27468962	23929316	76964120	74417152	74661344	69552344	73865456	70064552	70690024	71774792
Glu-Gln	MGHKSHCBDXNTHX-UHFFFAOYSA-N	0	0	0	0	2310156	1218450	11265796	10144056	11360882	13243276	4622134	6318642	51946548	32066494	51069036	54687724	55696712	55933520	57347956	54652476	60729852	54548532	45820184	47584476	46417576	47472432	46745384	43538252	43245528	48074668	51192836	26111974	2231631	45437656	7651965	42481880	45058284	44168296	4020636	38469140	43858168	5582156	41814064	42553312	43611648	42720260	14427511	15304216	13011487	15093491	14311328	13387506	22723572	54245840	54819312	53276708	54192952	51714872	52300608	51982284	47457848	49707584	45430068	50131400	54360688	53351960	52578532	50650088	51045024	50271636	62267428	67728728	64555236	61432168	60590140	57174376	51299444	58571256	54960584	52066208	51727900	51068424	58768784	63927944	53120964	56749828	2239480	52062392	56330608	53663028	50044936	56345868	49129756	43419148	81678400	77143976	79150144	69615472	75845024	64867664	55746668	46139112	49931532	51700756	52027592	51697204	52111084	48531008	47862184	46959000	2995359	1633195	2142797	7312455	3739508	3510376	4402100	13066437	41194352	44144048	37190304	36670768	35615492	42267052	41115756	41993664	34645168	35847564	33311936	36713852	33645556	34503376	35090760	35306960	34222460	36552672	32532694	32152990	31948762	33434126	50662236	3222437	3215084	2335338	3442370	2478691	48700448	47902208	45806992	41568208	43350272	42314008	53400856	53431992	43063344	54038332	34495288	41502772	1327238	1246551	2228049	984224	40754972	44567288	55328688	40761896	45199164	54142484	48288244	45163528	56804052	54073124	44197304	48140588	44503540	44346296	47152468	48982800	36474188	36294148	39930396	34682136	68197416	56460792	58022672	55833304	52988452	46720020	32518794	38054140	43016112	34825828	34389840	32252360	33040820	31754392
