id	shadow_prices	metabolite	name
cpd11519_c	42.28571428571442	cpd11519	14-methyl-hexa-decanoyl-ACP
cpd15355_c	283.99999999999886	cpd15355	2-hexadecanoyl-sn-glycerol 3-phosphate
cpd00117_e	54.42857142857118	cpd00117	D-Alanine
cpd11494_c	22.714285714285687	cpd11494	Acetyl-ACP
cpd11488_c	40.71428571428556	cpd11488	Acetoacetyl-ACP
cpd00451_c	65.85714285714269	cpd00451	Glycocyamine
cpd11525_c	17.999999999999872	cpd11525	7-methyl-3-oxo-octanoyl-ACP
cpd09204_c	14.714285714285587	cpd09204	Acetylpseudotropine
cpd01859_c	15.0	cpd01859	(2-Naphthyl)methanol
cpd03753_c	25.57142857142877	cpd03753	L-Tagatose 6-phosphate
cpd00861_c	133.28571428571422	cpd00861	UDP-N-acetyl-D-mannosamine
cpd12370_c	58.28571428571439	cpd12370	apo-ACP
cpd12300_c	39.5714285714287	cpd12300	Acylglycerone phosphate
cpd02884_c	8.142857142857386	cpd02884	FAICAR
cpd02788_c	32.99999999999998	cpd02788	Inositol 1,2,3,5,6-pentakisphosphate
cpd15238_c	220.42857142857048	cpd15238	Hexadecenoyl-CoA
cpd00133_c	64.7142857142856	cpd00133	Nicotinamide
cpd00218_c	28.999999999999964	cpd00218	Niacin
cpd00307_e	71.85714285714262	cpd00307	Cytosine
cpd00307_c	63.85714285714259	cpd00307	Cytosine
cpd15732_c	114.14285714285742	cpd15732	Diglucosyl-1,2 dianteisoheptadecanoylglycerol
cpd01974_c	44.14285714285695	cpd01974	4-Hydroxy-L-glutamate
cpd00830_c	1.4285714285712938	cpd00830	4-Hydroxy-2-oxoglutarate
cpd09255_c	27.71428571428539	cpd09255	2-Hydroxy-6-ketononatrienedioate
cpd15344_c	296.2857142857134	cpd15344	2-Acyl-sn-glycero-3-phosphoglycerol tetradecanoyl
cpd02678_c	64.28571428571422	cpd02678	5-P-ribosyl-N-formylglycineamide
cpd02394_c	82.28571428571422	cpd02394	5-Phosphoribosylglycinamide
cpd02535_c	69.71428571428531	cpd02535	2,3-Dihydroxy-3-methylvalerate
cpd00508_c	60.71428571428531	cpd00508	(3S)-3-Methyl-2-oxopentanoate
cpd11546_c	5.999999999999957	cpd11546	4-methyl-3-oxo-pentanoyl-ACP
cpd03593_c	49.42857142857112	cpd03593	D-erythro-3-Methylmalate
cpd00251_c	42.00000000000029	cpd00251	ADPribose
cpd03119_c	14.714285714285587	cpd03119	3-Oxodecanoyl-CoA
cpd00254_c	2.0	cpd00254	Mg
cpd11500_c	17.999999999999872	cpd11500	6-methyl-3-oxo-octanoyl-ACP
cpd00082_c	73.57142857142874	cpd00082	D-Fructose
cpd00205_c	3.999999999999993	cpd00205	K+
cpd00138_e	62.57142857142881	cpd00138	D-Mannose
cpd02200_c	87.99999999999983	cpd02200	CDP-N-methylethanolamine
cpd15740_c	31.571428571428783	cpd15740	Monoglucosyl-1,2 diisoheptadecanoylglycerol
cpd00363_c	45.71428571428562	cpd00363	Ethanol
cpd12729_c	36.14285714285732	cpd12729	Urate-3-ribonucleoside
cpd00149_c	2.0	cpd00149	Co2+
cpd00305_e	131.142857142857	cpd00305	Thiamin
cpd00305_c	123.14285714285703	cpd00305	Thiamin
cpd03646_c	42.42857142857109	cpd03646	gamma-Glutamyl-3-aminopropiononitrile
cpd11515_c	42.28571428571442	cpd11515	12-methyl-tetra-decanoyl-ACP
cpd03114_c	14.714285714285587	cpd03114	3-Oxopalmitoyl-CoA
cpd03247_c	28.428571428571274	cpd03247	Glycochenodeoxycholate
cpd15634_c	5694.714285714289	cpd15634	teichuronic acid (GlcA+GalNac, 45 repeating unit)
cpd06739_c	12.999999999999986	cpd06739	(R)-(+)-Citronellal
cpd15349_c	353.2857142857131	cpd15349	2-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl
cpd00638_c	84.00000000000014	cpd00638	Deamido-NAD
cpd01242_e	58.00000000000001	cpd01242	Thyminose
cpd01242_c	61.0	cpd01242	Thyminose
cpd00931_c	25.142857142857316	cpd00931	5-Amino-6--5-phosphoribosylaminouracil
cpd11570_c	68.28571428571428	cpd11570	3-Oxooctodecanoyl-ACP
cpd03706_c	58.571428571428534	cpd03706	UppppU
cpd00358_c	6.285714285714315	cpd00358	dUTP
cpd00728_c	75.71428571428538	cpd00728	4-Hydroxybutanoate
cpd00199_c	60.71428571428538	cpd00199	4-Oxobutanoate
cpd00215_c	38.99999999999997	cpd00215	Pyridoxal
cpd00056_c	61.14285714285705	cpd00056	TPP
cpd00142_c	25.42857142857122	cpd00142	Acetoacetate
cpd00445_c	33.714285714285666	cpd00445	Cyclohexanamine
cpd12599_c	124.7142857142855	cpd12599	GM3
cpd00644_c	17.99999999999974	cpd00644	(R)-Pantothenate
cpd03491_c	1057.4285714285686	cpd03491	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
cpd00139_c	8.714285714285687	cpd00139	Glycolate
cpd03048_c	1.999999999999993	cpd03048	Isethionate
cpd02546_c	81.99999999999984	cpd02546	CMP-KDO
cpd03049_c	72.14285714285695	cpd03049	2-Hydroxyethyl-ThPP
cpd00509_c	21.14285714285713	cpd00509	deoxyribose-1-phosphate
cpd00510_c	22.00000000000003	cpd00510	deoxyribose-5-phosphate
cpd15780_c	1027.2857142857065	cpd15780	Anteisopentadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd03608_c	42.999999999999964	cpd03608	4-Hydroxy-L-threonine
cpd03715_c	12.714285714285582	cpd03715	2-Hydroxy-6-oxo-hept-2,4-dienoate
cpd00773_c	147.99999999999977	cpd00773	UDP-MurNAc
cpd02820_c	132.99999999999977	cpd02820	UDP-N-acetylglucosamine enolpyruvate
cpd15346_c	332.2857142857133	cpd15346	2-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl
cpd15338_c	66.71428571428565	cpd15338	2-Acyl-sn-glycero-3-phosphoethanolamine tetradec-7-enoyl
cpd03423_c	24.85714285714301	cpd03423	alpha-Ribazole
cpd15378_c	52.71428571428559	cpd15378	4-Hydroxy-benzylalcohol
cpd00283_c	52.57142857142847	cpd00283	Geranyldiphosphate
cpd15731_c	114.14285714285742	cpd15731	Diglucosyl-1,2 diisoheptadecanoylglycerol
cpd11830_c	27.71428571428558	cpd11830	S-Aminomethyldihydrolipoylprotein
cpd08733_c	1.0000000000000195	cpd08733	3-Isopropenylpimelyl-CoA
cpd14796_c	11.000000000000005	cpd14796	(Z)-Phenylacetaldehyde oxime
cpd00099_c	2.0	cpd00099	Cl-
cpd03413_c	22.142857142856798	cpd03413	L-Glutamyl 1-phosphate
cpd02591_c	221.428571428571	cpd02591	(2E,6E,10E,14E)-geranylfarnesyl diphosphate
cpd02826_c	95.99999999999987	cpd02826	5'-Phosphoribosylformylglycinamidine
cpd02140_c	88.99999999999986	cpd02140	AIR
cpd15363_c	247.9999999999991	cpd15363	2-tetradecanoyl-sn-glycerol 3-phosphate
cpd00263_c	3.999999999999993	cpd00263	Pyridoxol
cpd00130_c	41.71428571428542	cpd00130	L-Malate
cpd00978_c	14.285714285714329	cpd00978	dUDP
cpd15584_c	63.57142857142873	cpd15584	alpha-Methyl-D-glucoside
cpd01620_c	16.999999999999986	cpd01620	Precorrin 2
cpd00412_c	100.28571428571405	cpd00412	Deoxyuridine
cpd03709_c	12.999999999999986	cpd03709	Salicylaldehyde
cpd11516_c	60.28571428571429	cpd11516	14-methyl-3-oxo-hexa-decanoyl-ACP
cpd08210_c	77.85714285714253	cpd08210	ADC
cpd02124_c	18.142857142856705	cpd02124	2-Methylacetoacetyl-CoA
cpd00162_e	74.42857142857126	cpd00162	Aminoethanol
cpd11544_c	42.28571428571442	cpd11544	15-methyl-hexa-decanoyl-ACP
cpd00294_c	20.85714285714282	cpd00294	dAMP
cpd00762_c	17.42857142857143	cpd00762	4-Guanidinobutanoate
cpd04661_c	3.0	cpd04661	Trichloroethanol
cpd00027_e	65.57142857142875	cpd00027	D-Glucose
cpd14655_c	8.14285714285677	cpd14655	L-Galactose 1-phosphate
cpd01720_c	3.0000000000000195	cpd01720	3-Ureidopropanoate
cpd15663_c	1910.2857142856997	cpd15663	Prenol-45n teichoic acid-alanine substituted
cpd00120_c	29.428571428571054	cpd00120	Butyryl-CoA
cpd03123_c	44.14285714285664	cpd03123	3-Oxohexanoyl-CoA
cpd15067_c	45.42857142857117	cpd15067	Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
cpd15730_c	82.57142857142864	cpd15730	Diglucosyl-1,2 distearoylglycerol
cpd00365_c	15.0	cpd00365	Retinol
cpd00348_c	24.57142857142877	cpd00348	D-Galactose 1-phosphate
cpd12592_c	126.71428571428551	cpd12592	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-R
cpd00794_e	144.14285714285745	cpd00794	D-Trehalose
cpd09792_c	15.0	cpd09792	1-Naphthalenemethanol
cpd00503_c	1.5714285714287861	cpd00503	D-Fructose 2,6-bisphosphate
cpd15130_c	22.142857142857196	cpd15130	Isopentenyl-ATP
cpd00438_c	61.85714285714278	cpd00438	Deoxyadenosine
cpd00105_e	52.1428571428573	cpd00105	D-Ribose
cpd02490_c	126.85714285714234	cpd02490	Lysopine
cpd03232_c	51.71428571428541	cpd03232	3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA
cpd00331_c	8.428571428571198	cpd00331	cis-Aconitate
cpd03671_c	57.285714285714434	cpd03671	D-Glucosamine1-phosphate
cpd02904_c	12.14285714285731	cpd02904	alpha-Ribazole 5'-phosphate
cpd00837_c	90.71428571428594	cpd00837	S-Adenosylmethioninamine
cpd02211_c	63.42857142857119	cpd02211	L-2-Amino-acetoacetate
cpd09351_c	46.99999999999994	cpd09351	N2-Acetyl-L-aminoadipate semialdehyde
cpd01956_c	12.999999999999986	cpd01956	o-Formylbenzoic acid
cpd15423_c	563.7142857142836	cpd15423	CDP-1,2-ditetradecanoylglycerol
cpd15543_c	488.9999999999982	cpd15543	Phosphatidylglycerophosphate ditetradecanoyl
cpd11512_c	17.999999999999872	cpd11512	12-methyl-3-oxo-tetra-decanoyl-ACP
cpd06559_c	166.85714285714255	cpd06559	alpha-Farnesene
cpd01293_c	32.1428571428568	cpd01293	5-Oxoproline
cpd14711_c	1.0000000000000195	cpd14711	4-Methylaminobutyrate
cpd00668_c	15.71428571428551	cpd00668	2-Acetolactate
cpd00274_c	123.57142857142807	cpd00274	Citrulline
cpd16540_c	3.0000000000000195	cpd16540	5-Deoxy glucuronic acid
cpd15362_c	11.285714285714374	cpd15362	2-tetradec-7-enoyl-sn-glycerol 3-phosphate
cpd00742_c	41.85714285714274	cpd00742	Allophanate
cpd00015_c	135.28571428571473	cpd00015	FAD
cpd00567_c	58.14285714285675	cpd00567	D-Proline
cpd01618_c	15.0	cpd01618	1,3-Propanediol
cpd15585_c	63.57142857142873	cpd15585	beta-Methylglucoside
cpd17512_c	40.285714285714306	cpd17512	O-Acylpseudotropine
cpd00330_c	169.14285714285677	cpd00330	Dihydrofolate
cpd00393_c	156.14285714285677	cpd00393	Folate
cpd15087_c	48.28571428571429	cpd15087	Pelargonidin 3-glucoside 5-caffeoylglucoside
cpd11485_c	76.28571428571426	cpd11485	3-oxohexadecanoyl-acp
cpd16438_c	19.142857142857295	cpd16438	5-Fluorouridine monophosphate
cpd11521_c	17.999999999999872	cpd11521	5-methyl-3-oxo-hexanoyl-ACP
cpd03245_c	28.428571428571274	cpd03245	Glycodeoxycholate
cpd16439_c	19.71428571428566	cpd16439	5'-Deoxy-5-fluorocytidine
cpd02760_c	88.14285714285751	cpd02760	cellobiose 6-phoshate
cpd02229_c	552.1428571428561	cpd02229	Bactoprenyl diphosphate
cpd00890_c	186.42857142857096	cpd00890	UDP-N-acetylmuramoyl-L-alanine
cpd02968_c	406.2857142857126	cpd02968	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine
cpd15131_c	52.14285714285718	cpd15131	Isopentenyl-ADP
cpd08238_c	12.999999999999986	cpd08238	(S)-(-)-Citronellal
cpd15340_c	325.42857142857054	cpd15340	2-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl
cpd03279_c	44.142857142857125	cpd03279	Deoxyinosine
cpd15066_c	45.42857142857117	cpd15066	Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
cpd15738_c	601.2857142857124	cpd15738	Monoglucosyl-1,2 dimyristoylglycerol
cpd15729_c	685.8571428571411	cpd15729	Diglucosyl-1,2 dimyristoylglycerol
cpd00092_e	58.14285714285695	cpd00092	Uracil
cpd01504_c	61.71428571428553	cpd01504	3-Aminopropanal
cpd03583_c	27.57142857142878	cpd03583	D-arabino-6-Phospho-hex-3-ulose
cpd02039_c	38.99999999999997	cpd02039	1-Aminopropan-2-ol
cpd11558_c	17.999999999999872	cpd11558	10-methyl-3-oxo-undecanoyl-ACP
cpd03034_c	3.0000000000000195	cpd03034	3-Ureidoisobutyrate
cpd15307_c	516.7142857142837	cpd15307	1,2-Diacyl-sn-glycerol ditetradecanoyl
cpd00208_e	133.14285714285745	cpd00208	Lactose
cpd00208_c	125.14285714285748	cpd00208	Lactose
cpd03559_c	13.0	cpd03559	Optal
cpd00424_c	45.99999999999992	cpd00424	Cystathionine
cpd15331_c	239.99999999999906	cpd15331	1-tetradecanoyl-sn-glycerol 3-phosphate
cpd12689_c	14.714285714285587	cpd12689	3-Oxotetradecanoyl-CoA
cpd15522_c	481.71428571428373	cpd15522	1,2-ditetradecanoyl-sn-glycerol 3-phosphate
cpd02720_c	40.1428571428573	cpd02720	5-Amino-6--5-phosphoribitylaminouracil
cpd02471_c	120.57142857142836	cpd02471	Linalool
cpd00158_e	123.14285714285754	cpd00158	Cellobiose
cpd15347_c	318.2857142857136	cpd15347	2-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl
cpd15274_c	255.42857142856997	cpd15274	Octadecenoyl-CoA
cpd11569_c	42.28571428571442	cpd11569	14-methyl-pentadecanoyl-ACP
cpd00498_c	54.714285714285325	cpd00498	2-Aceto-2-hydroxybutanoate
cpd06227_c	222.28571428571354	cpd06227	THF-L-glutamate
cpd00211_c	78.71428571428535	cpd00211	Butyrate
cpd01662_c	47.71428571428539	cpd01662	Butanoylphosphate
cpd00011_e	2.714285714285686	cpd00011	CO2
cpd11487_c	17.999999999999872	cpd11487	3-oxodecanoyl-acp
cpd11562_c	17.999999999999872	cpd11562	12-methyl-3-oxo-tridecanoyl-ACP
cpd03561_c	55.714285714285424	cpd03561	2-Hydroxybutyrate
cpd00322_c	103.42857142857096	cpd00322	L-Isoleucine
cpd15540_c	675.9999999999975	cpd15540	Phosphatidylglycerol dioctadecanoyl
cpd00030_c	2.0	cpd00030	Mn2+
cpd00063_c	2.0	cpd00063	Ca2+
cpd00946_c	651.1428571428561	cpd00946	Undecaprenyl diphospho N-acetyl-glucosamine
cpd02967_c	777.142857142856	cpd02967	N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol
cpd00136_c	28.714285714285616	cpd00136	4-Hydroxybenzoate
cpd00402_c	95.28571428571423	cpd00402	CDPglycerol
cpd01080_e	317.71428571428436	cpd01080	Octadecanoic acid
cpd00039_e	115.14285714285674	cpd00039	L-Lysine
cpd00731_c	83.85714285714239	cpd00731	Ala-Ala
cpd02964_c	329.4285714285702	cpd02964	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate
cpd00393_e	164.14285714285677	cpd00393	Folate
cpd00322_e	111.42857142857095	cpd00322	L-Isoleucine
cpd00516_e	107.85714285714243	cpd00516	meso-2,6-Diaminopimelate
cpd00644_e	14.999999999999748	cpd00644	Pantothenate
cpd00151_c	65.14285714285703	cpd00151	Thymine
cpd00232_e	143.7142857142855	cpd00232	N-Acetyl-Neuraminic acid
cpd00492_e	140.9999999999999	cpd00492	N-Acetyl-D-mannosamine
cpd05161_e	228.71428571428623	cpd05161	Melezitose
cpd05161_c	220.71428571428612	cpd05161	Melezitose
cpd20885_c	159.1428571428574	cpd20885	Turanose
cpd00107_e	14.999999999999915	cpd00107	L-Leucine
cpd00069_e	82.14285714285685	cpd00069	L-Tyrosine
cpd00066_e	86.14285714285683	cpd00066	L-Phenylalanine
cpd00129_e	56.14285714285678	cpd00129	L-Proline
cpd00567_e	67.14285714285674	cpd00567	D-Proline
cpd29317_e	50.14285714285681	cpd29317	4-hydroxyproline
cpd29317_c	53.14285714285677	cpd29317	4-hydroxyproline
cpd00033_e	34.42857142857125	cpd00033	Glycine
cpd00119_e	106.28571428571416	cpd00119	L-Histidine
cpd00132_e	74.14285714285683	cpd00132	L-Asparagine
cpd00054_e	37.42857142857126	cpd00054	L-Serine
cpd00161_e	75.42857142857119	cpd00161	L-Threonine
cpd00053_e	70.85714285714245	cpd00053	L-Glutamine
cpd00041_e	52.42857142857123	cpd00041	L-Aspartate
C21400_c	38.99999999999991	C21400	Isocaproyl-CoA
C21090_c	20.999999999999936	C21090	Isocaprenoyl-CoA
cpd07326_c	53.428571428571125	cpd07326	Cinnamic acid
cpd03343_c	68.42857142857113	cpd03343	Phenylpropanoate
cpd03343_e	76.42857142857112	cpd03343	Phenylpropanoate
cpd00036_e	63.71428571428537	cpd00036	Succinate
cpd00211_e	79.71428571428535	cpd00211	Butyrate
cpd00029_e	25.714285714285587	cpd00029	Acetate
cpd00159_e	26.714285714285626	cpd00159	L-Lactate
cpd00221_e	26.714285714285595	cpd00221	D-Lactate
cpd12894_c	791.4285714285703	cpd12894	Teichoic acid
cpd16661_c	1543.214285714281	cpd16661	Peptidoglycan polymer
cellwall_c	2355.39285714285	cellwall	Cell Wall polymer
cpd11852_c	23.221428571428497	cpd11852	Lipid Pool
cpd00013_e	37.71428571428565	cpd00013	Ammonia
cpd00133_e	72.71428571428558	cpd00133	Nicotinamide
cpd00443_e	75.14285714285693	cpd00443	4-Aminobenzoate
cpd00484_c	39.71428571428559	cpd00484	p-Hydroxybenzaldehyde
cpd00121_c	202.99999999999986	cpd00121	L-Inositol
cpd02120_c	36.14285714285681	cpd02120	Dihydrodipicolinate
cpd00982_c	161.2857142857147	cpd00982	FADH2
cpd00604_c	47.42857142857119	cpd00604	4-Coumarate
cpd00314_c	88.57142857142874	cpd00314	D-Mannitol
cpd00588_c	88.57142857142874	cpd00588	Sorbitol
cpd11770_c	55.34237142857108	cpd11770	L-Alanyl-tRNA
cpd12036_c	144.19951428571372	cpd12036	L-Arginyl-tRNA
cpd12313_c	87.0566571428567	cpd12313	L-Asparagyl-tRNA
cpd12226_c	53.342371428571134	cpd12226	L-Aspartyl-tRNA
cpd12060_c	83.77094285714236	cpd12060	L-Glutaminyl-tRNA
cpd12828_c	55.056657142856686	cpd12828	L-Glutamyl-tRNA
cpd12100_c	47.34237142857116	cpd12100	Glycyl-tRNA
cpd12228_c	119.19951428571403	cpd12228	L-Histidyl-tRNA
cpd12256_c	113.34237142857086	cpd12256	L-Isoleucyl-tRNA
cpd12003_c	16.91379999999981	cpd12003	Leucyl-tRNA
cpd01326_c	128.05665714285664	cpd01326	L-Lysyl-tRNA
cpd12105_c	32.48522857142847	cpd12105	Methionyl-tRNA
cpd12335_c	99.0566571428567	cpd12335	Phenylalanyl-tRNA
cpd12164_c	69.05665714285664	cpd12164	L-Prolyl-tRNA
cpd12132_c	50.34237142857112	cpd12132	L-Seryl-tRNA
cpd12229_c	88.34237142857108	cpd12229	Threonyl-tRNA
cpd12336_c	2.9137999999999025	cpd12336	L-Tryptophanyl-tRNA
cpd12194_c	95.05665714285672	cpd12194	L-Tyrosyl-tRNA
cpd12133_c	2.9137999999999025	cpd12133	L-Valyl-tRNA
cpd11592_c	71.57142857142809	cpd11592	gly-glu-L
cpd11592_e	68.57142857142809	cpd11592	gly-glu-L
cpd11590_c	48.99999999999979	cpd11590	met-L-ala-L
cpd11590_e	45.999999999999794	cpd11590	met-L-ala-L
cpd11588_c	85.57142857142809	cpd11588	gly-pro-L
cpd11588_e	82.5714285714281	cpd11588	gly-pro-L
cpd11586_c	79.57142857142799	cpd11586	ala-L-glu-L
cpd11586_e	76.57142857142821	cpd11586	ala-L-glu-L
cpd11582_c	112.85714285714238	cpd11582	ala-L-Thr-L
cpd11582_e	109.85714285714238	cpd11582	ala-L-Thr-L
cpd11581_c	103.57142857142809	cpd11581	gly-asn-L
cpd11581_e	100.5714285714281	cpd11581	gly-asn-L
cpd15551_c	77.57142857142804	cpd15551	L-Prolinylglycine
cpd15551_e	74.57142857142819	cpd15551	L-Prolinylglycine
cpd15603_c	3.9999999999999893	cpd15603	Gly-Cys
cpd15604_c	33.42857142857126	cpd15604	Gly-Leu
cpd15604_e	30.428571428571267	cpd15604	Gly-Leu
cpd15605_c	115.57142857142809	cpd15605	Gly-Phe
cpd15605_e	112.5714285714281	cpd15605	Gly-Phe
cpd15606_e	108.57142857142813	cpd15606	Gly-Tyr
cpd15606_c	111.57142857142811	cpd15606	Gly-Tyr
cpd29695_e	74.85714285714243	cpd29695	L-ala-L-asp
cpd29695_c	77.85714285714243	cpd29695	L-ala-L-asp
cpd29694_e	98.85714285714249	cpd29694	L-ala-gly
cpd29694_c	101.85714285714239	cpd29694	L-ala-gly
cpd29697_e	140.71428571428532	cpd29697	L-ala-L-his
cpd29697_c	143.71428571428532	cpd29697	L-ala-L-his
cpd29698_e	38.42857142857113	cpd29698	L-ala-L-leu
cpd29698_c	41.42857142857112	cpd29698	L-ala-L-leu
cpd29696_e	105.28571428571384	cpd29696	L-ala-L-gln
cpd29696_c	108.28571428571365	cpd29696	L-ala-L-gln
cpd29699_e	109.85714285714238	cpd29699	L-ala-L-thr
cpd29699_c	112.85714285714238	cpd29699	L-ala-L-thr
cpd29693_e	45.999999999999865	cpd29693	gly-L-met
cpd29693_c	48.99999999999986	cpd29693	gly-L-met
cpd29690_e	100.5714285714281	cpd29690	gly-L-asn
cpd29690_c	103.57142857142809	cpd29690	gly-L-asn
cpd29691_e	97.28571428571377	cpd29691	gly-L-gln
cpd29691_c	100.28571428571374	cpd29691	gly-L-gln
cpd29700_e	53.99999999999978	cpd29700	L-met-L-ala
cpd29700_c	56.99999999999977	cpd29700	L-met-L-ala
cpd00067_p	8.999999999999993	cpd00067	H+
cpd00320_e	39.42857142857125	cpd00320	D-Aspartate
cpd00320_c	42.428571428571246	cpd00320	D-Aspartate
cpd00108_c	63.57142857142874	cpd00108	Galactose
cpd00589_e	58.571428571428754	cpd00589	D-Tagatose
cpd27607_e	101.99999999999999	cpd27607	N-Acetyl-D-Galactosamine
cpd15390_c	63.000000000000014	cpd15390	N-Acetyl-D-Galactosamine-1-phosphate
cpd00731_e	80.8571428571424	cpd00731	Ala-ala
cpd00072_e	87.57142857142868	cpd00072	D-fructose-6-phosphate
cpd00089_e	86.57142857142871	cpd00089	Glucose-1-phosphate
cpd00079_e	87.57142857142868	cpd00079	D-glucose-6-phosphate
cpd00108_e	60.57142857142875	cpd00108	Galactose
cpd00136_e	38.7142857142856	cpd00136	4-Hydroxybenzoate
cpd03561_e	63.71428571428541	cpd03561	2-Hydroxybutyrate
cpd00106_e	38.714285714285396	cpd00106	Fumarate
cpd00142_e	24.428571428571292	cpd00142	Acetoacetate
cpd00383_e	61.42857142857133	cpd00383	Shikimate
cpd00139_e	16.714285714285673	cpd00139	Glycolate
cpd00165_e	31.71428571428565	cpd00165	Hydroxylamine
cpd03279_e	52.14285714285711	cpd03279	Deoxyinosine
cpd00246_e	50.14285714285731	cpd00246	Inosine
cpd00311_e	66.85714285714297	cpd00311	Guanosine
cpd00367_e	121.99999999999986	cpd00367	Cytidine
cpd00277_e	72.8571428571429	cpd00277	Deoxyguanosine
cpd00182_e	67.85714285714296	cpd00182	Adenosine
cpd00654_e	134.99999999999983	cpd00654	Deoxycytidine
cpd00412_e	108.28571428571404	cpd00412	Deoxyuridine
cpd00438_e	69.85714285714278	cpd00438	Deoxyadenosine
cpd00274_e	131.57142857142804	cpd00274	Citrulline
cpd00186_e	54.14285714285678	cpd00186	D-Glutamate
cpd00424_e	46.99999999999992	cpd00424	Cystathionine
cpd00504_e	106.85714285714243	cpd00504	LL-2,6-Diaminopimelate
cpd00521_c	105.8571428571428	cpd00521	dTDP-4-oxo-6-deoxy-D-glucose_c
cpd00522_c	104.8571428571428	cpd00522	dTDP-4-oxo-L-rhamnose_c
cpd05727_c	9.0	cpd05727	24-Methylenecycloartanol_c
cpd02113_c	119.85714285714279	cpd02113	dTDP-rhamnose_c
cpd11574_c	1.999999999999993	cpd11574	Molybdate_c
cpd00652_c	9.000000000000005	cpd00652	D-Mucic acid_c
cpd00626_c	114.8571428571428	cpd00626	dTDPglucose_c
cpd00085_e	58.71428571428553	cpd00085	beta-Alanine
cpd00152_e	122.57142857142816	cpd00152	Agmatine
cpd00100_e	65.28571428571436	cpd00100	Glycerol
cpd00207_e	18.71428571428582	cpd00207	Guanine
cpd02448_c	103.8571428571424	cpd02448	2,4-diaminopentanoate
cpd24394_c	62.14285714285679	cpd24394	2-amino-4-ketopentanoate
